Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene stable ID version	Gene name
ENSG00000188051	19	17546318	17559376	ENSG00000188051.6	TMEM221
ENSG00000188056	6	41196062	41206620	ENSG00000188056.7	TREML4
ENSG00000188060	1	28918712	28921955	ENSG00000188060.6	RAB42
ENSG00000188064	22	46316242	46373009	ENSG00000188064.5	WNT7B
ENSG00000188069	11	4790209	4791168	ENSG00000188069.3	OR51F1
ENSG00000188076	11	193080	194573	ENSG00000188076.2	SCGB1C1
ENSG00000188086	3	46783582	46854048	ENSG00000188086.8	PRSS45
ENSG00000188089	15	42273780	42343388	ENSG00000188089.9	PLA2G4E
ENSG00000188092	1	147400506	147465753	ENSG00000188092.10	GPR89B
ENSG00000188095	15	90303822	90321982	ENSG00000188095.3	MESP2
ENSG00000188100	10	88780063	88784487	ENSG00000188100.8	FAM25A
ENSG00000188107	6	64429876	66417118	ENSG00000188107.9	EYS
ENSG00000188112	6	42068856	42110357	ENSG00000188112.4	C6orf132
ENSG00000188124	11	6789218	6790286	ENSG00000188124.2	OR2AG2
ENSG00000188130	22	50683879	50700254	ENSG00000188130.9	MAPK12
ENSG00000188133	9	32783497	32787397	ENSG00000188133.5	TMEM215
ENSG00000188152	9	99690592	99702535	ENSG00000188152.8	NUTM2G
ENSG00000188153	X	107683074	107940775	ENSG00000188153.8	COL4A5
ENSG00000188155	21	46011149	46012386	ENSG00000188155.8	KRTAP10-6
ENSG00000188157	1	955503	991496	ENSG00000188157.9	AGRN
ENSG00000188158	X	17393543	17754114	ENSG00000188158.10	NHS
ENSG00000188162	11	17568920	17668697	ENSG00000188162.6	OTOG
ENSG00000188163	9	140138036	140142222	ENSG00000188163.6	FAM166A
ENSG00000188167	3	33131913	33138293	ENSG00000188167.4	TMPPE
ENSG00000188171	19	20802867	20844402	ENSG00000188171.10	ZNF626
ENSG00000188175	7	92817899	92855837	ENSG00000188175.5	HEPACAM2
ENSG00000188176	17	4487294	4511614	ENSG00000188176.7	SMTNL2
ENSG00000188177	2	113033171	113097640	ENSG00000188177.9	ZC3H6
ENSG00000188186	7	99746530	99753567	ENSG00000188186.6	LAMTOR4
ENSG00000188191	7	588834	767287	ENSG00000188191.10	PRKAR1B
ENSG00000188199	10	81462983	81474437	ENSG00000188199.6	NUTM2B
ENSG00000188211	11	17373273	17398888	ENSG00000188211.4	NCR3LG1
ENSG00000188215	16	20866247	20911706	ENSG00000188215.5	DCUN1D3
ENSG00000188219	2	131975882	132022965	ENSG00000188219.10	POTEE
ENSG00000188227	19	37997841	38039664	ENSG00000188227.8	ZNF793
ENSG00000188229	9	140135665	140138159	ENSG00000188229.5	TUBB4B
ENSG00000188243	13	76099350	76123575	ENSG00000188243.8	COMMD6
ENSG00000188257	1	20301925	20306932	ENSG00000188257.6	PLA2G2A
ENSG00000188263	22	50432942	50451088	ENSG00000188263.6	IL17REL
ENSG00000188266	15	78799906	78829714	ENSG00000188266.9	HYKK
ENSG00000188269	19	14903302	14946188	ENSG00000188269.4	OR7A5
ENSG00000188277	15	41062159	41064643	ENSG00000188277.8	C15orf62
ENSG00000188279	10	49199649	49207818	ENSG00000188279.7	FAM25C
ENSG00000188282	2	218899683	218955304	ENSG00000188282.8	RUFY4
ENSG00000188283	19	37708828	37734828	ENSG00000188283.7	ZNF383
ENSG00000188290	1	934342	935552	ENSG00000188290.6	HES4
ENSG00000188293	19	46733009	46734500	ENSG00000188293.5	IGFL1
ENSG00000188295	1	247263264	247267674	ENSG00000188295.10	ZNF669
ENSG00000188305	19	2274631	2282181	ENSG00000188305.4	C19orf35
ENSG00000188306	3	169539710	169555563	ENSG00000188306.6	LRRIQ4
ENSG00000188312	9	95087766	95382815	ENSG00000188312.9	CENPP
ENSG00000188313	3	146232967	146262651	ENSG00000188313.8	PLSCR1
ENSG00000188315	3	49306035	49315342	ENSG00000188315.3	C3orf62
ENSG00000188316	10	118609023	118671299	ENSG00000188316.9	ENO4
ENSG00000188321	19	9434448	9461838	ENSG00000188321.9	ZNF559
ENSG00000188322	16	28303840	28335170	ENSG00000188322.4	SBK1
ENSG00000188324	12	55688072	55689016	ENSG00000188324.3	OR6C6
ENSG00000188340	1	158746472	158747425	ENSG00000188340.1	OR6N2
ENSG00000188342	13	45694650	45858237	ENSG00000188342.7	GTF2F2
ENSG00000188343	8	94710789	94743755	ENSG00000188343.8	FAM92A1
ENSG00000188352	9	20658308	20995954	ENSG00000188352.8	FOCAD
ENSG00000188368	19	42806250	42814973	ENSG00000188368.5	PRR19
ENSG00000188372	7	76026835	76071388	ENSG00000188372.10	ZP3
ENSG00000188373	10	85933494	85945050	ENSG00000188373.4	C10orf99
ENSG00000188375	12	31944123	31945175	ENSG00000188375.3	H3F3C
ENSG00000188379	9	21384254	21385396	ENSG00000188379.5	IFNA2
ENSG00000188385	10	133918175	133998313	ENSG00000188385.7	JAKMIP3
ENSG00000188386	9	104353897	104357283	ENSG00000188386.5	PPP3R2
ENSG00000188389	2	242792033	242801060	ENSG00000188389.6	PDCD1
ENSG00000188394	9	125796806	125797975	ENSG00000188394.6	GPR21
ENSG00000188396	1	45271585	45272957	ENSG00000188396.2	TCTEX1D4
ENSG00000188404	1	169659808	169680839	ENSG00000188404.4	SELL
ENSG00000188408	X	26234286	26236387	ENSG00000188408.4	MAGEB5
ENSG00000188419	X	85116185	85302566	ENSG00000188419.9	CHM
ENSG00000188425	19	46416475	46418036	ENSG00000188425.2	NANOS2
ENSG00000188428	6	8013800	8064647	ENSG00000188428.12	BLOC1S5
ENSG00000188452	2	182401403	182545392	ENSG00000188452.9	CERKL
ENSG00000188467	15	48413169	48434869	ENSG00000188467.6	SLC24A5
ENSG00000188483	9	131937835	131940540	ENSG00000188483.6	IER5L
ENSG00000188486	11	118964564	118966177	ENSG00000188486.3	H2AFX
ENSG00000188487	11	15133970	15268754	ENSG00000188487.7	INSC
ENSG00000188488	14	95027779	95059457	ENSG00000188488.9	SERPINA5
ENSG00000188493	19	41246761	41257458	ENSG00000188493.10	C19orf54
ENSG00000188501	15	66839517	66858317	ENSG00000188501.7	LCTL
ENSG00000188505	19	39687601	39692524	ENSG00000188505.4	NCCRP1
ENSG00000188508	19	35978226	35986460	ENSG00000188508.6	KRTDAP
ENSG00000188511	22	49808176	50051190	ENSG00000188511.8	C22orf34
ENSG00000188517	4	109731877	110223813	ENSG00000188517.10	COL25A1
ENSG00000188522	17	18872102	18908117	ENSG00000188522.10	FAM83G
ENSG00000188523	9	135285430	135448704	ENSG00000188523.4	C9orf171
ENSG00000188536	16	222846	223709	ENSG00000188536.8	HBA2
ENSG00000188542	2	241499471	241503431	ENSG00000188542.5	DUSP28
ENSG00000188549	15	40623653	40633168	ENSG00000188549.8	C15orf52
ENSG00000188554	17	41322498	41363708	ENSG00000188554.9	NBR1
ENSG00000188558	1	248684916	248685964	ENSG00000188558.4	OR2G6
ENSG00000188559	20	20370196	20693131	ENSG00000188559.9	RALGAPA2
ENSG00000188566	9	140100147	140111461	ENSG00000188566.7	NDOR1
ENSG00000188573	5	167956121	167957639	ENSG00000188573.7	FBLL1
ENSG00000188580	6	124125286	125146803	ENSG00000188580.9	NKAIN2
ENSG00000188581	17	39196811	39197713	ENSG00000188581.8	KRTAP1-1
ENSG00000188582	3	142668006	142682178	ENSG00000188582.4	PAQR9
ENSG00000188596	12	96883349	97269333	ENSG00000188596.5	C12orf55
ENSG00000188603	16	28477983	28506896	ENSG00000188603.12	CLN3
ENSG00000188610	1	120837756	120855681	ENSG00000188610.8	FAM72B
ENSG00000188611	10	51942538	52008370	ENSG00000188611.10	ASAH2
ENSG00000188620	10	124895478	124897257	ENSG00000188620.9	HMX3
ENSG00000188624	19	46623328	46627931	ENSG00000188624.2	IGFL3
ENSG00000188626	15	28947100	28983530	ENSG00000188626.5	GOLGA8M
ENSG00000188629	19	9435021	9493293	ENSG00000188629.7	ZNF177
ENSG00000188636	22	44888452	44894178	ENSG00000188636.3	LDOC1L
ENSG00000188641	1	97543299	98386605	ENSG00000188641.8	DPYD
ENSG00000188643	1	153579362	153585621	ENSG00000188643.6	S100A16
ENSG00000188647	9	72324438	72374875	ENSG00000188647.8	PTAR1
ENSG00000188649	10	97733786	97792441	ENSG00000188649.7	CC2D2B
ENSG00000188655	14	21024252	21029090	ENSG00000188655.6	RNASE9
ENSG00000188659	15	82555151	82577271	ENSG00000188659.5	FAM154B
ENSG00000188672	1	25688740	25756683	ENSG00000188672.12	RHCE
ENSG00000188674	2	209030067	209054797	ENSG00000188674.6	C2orf80
ENSG00000188676	8	39792133	39873910	ENSG00000188676.9	IDO2
ENSG00000188677	22	44395091	44568829	ENSG00000188677.10	PARVB
ENSG00000188687	2	74443369	74570541	ENSG00000188687.11	SLC4A5
ENSG00000188690	10	127477146	127511817	ENSG00000188690.8	UROS
ENSG00000188694	21	31653629	31655276	ENSG00000188694.4	KRTAP24-1
ENSG00000188706	X	128937264	128977885	ENSG00000188706.8	ZDHHC9
ENSG00000188707	7	150026938	150029808	ENSG00000188707.4	ZBED6CL
ENSG00000188710	9	133768815	133769225	ENSG00000188710.1	QRFP
ENSG00000188716	10	76797594	76818272	ENSG00000188716.5	DUPD1
ENSG00000188725	5	60453536	60458301	ENSG00000188725.3	SMIM15
ENSG00000188729	3	190917030	190983404	ENSG00000188729.2	OSTN
ENSG00000188730	7	49813257	49961546	ENSG00000188730.4	VWC2
ENSG00000188732	7	23719749	23742868	ENSG00000188732.6	FAM221A
ENSG00000188735	12	122150658	122220907	ENSG00000188735.8	TMEM120B
ENSG00000188738	2	186603355	186698017	ENSG00000188738.9	FSIP2
ENSG00000188739	1	235294498	235324772	ENSG00000188739.10	RBM34
ENSG00000188747	9	140317802	140328858	ENSG00000188747.4	NOXA1
ENSG00000188760	2	220408385	220415317	ENSG00000188760.6	TMEM198
ENSG00000188761	1	114420790	114430169	ENSG00000188761.7	BCL2L15
ENSG00000188763	7	72848109	72850450	ENSG00000188763.3	FZD9
ENSG00000188766	19	38879061	38886881	ENSG00000188766.8	SPRED3
ENSG00000188770	1	203463271	203477992	ENSG00000188770.5	OPTC
ENSG00000188771	11	112118876	112131583	ENSG00000188771.3	PLET1
ENSG00000188778	8	37820516	37824483	ENSG00000188778.3	ADRB3
ENSG00000188779	15	68112042	68126899	ENSG00000188779.6	SKOR1
ENSG00000188782	1	26517052	26529459	ENSG00000188782.3	CATSPER4
ENSG00000188783	1	203444956	203460480	ENSG00000188783.5	PRELP
ENSG00000188784	1	20246502	20250110	ENSG00000188784.4	PLA2G2E
ENSG00000188785	19	57901218	57912786	ENSG00000188785.7	ZNF548
ENSG00000188786	1	38275239	38325292	ENSG00000188786.9	MTF1
ENSG00000188800	1	40711619	40717363	ENSG00000188800.5	TMCO2
ENSG00000188803	17	11144580	11467380	ENSG00000188803.10	SHISA6
ENSG00000188807	1	9648932	9674935	ENSG00000188807.8	TMEM201
ENSG00000188811	13	39612443	39624246	ENSG00000188811.8	NHLRC3
ENSG00000188816	10	124907638	124910188	ENSG00000188816.3	HMX2
ENSG00000188817	3	63638344	63664696	ENSG00000188817.3	SNTN
ENSG00000188818	5	710471	851101	ENSG00000188818.8	ZDHHC11
ENSG00000188820	6	116782533	116784934	ENSG00000188820.8	FAM26F
ENSG00000188822	1	24197016	24285549	ENSG00000188822.6	CNR2
ENSG00000188827	16	3631182	3661599	ENSG00000188827.6	SLX4
ENSG00000188828	X	102962152	102983583	ENSG00000188828.7	GLRA4
ENSG00000188833	9	140328816	140336268	ENSG00000188833.5	ENTPD8
ENSG00000188848	4	42112955	42154895	ENSG00000188848.11	BEND4
ENSG00000188859	1	166026674	166136206	ENSG00000188859.5	FAM78B
ENSG00000188868	19	12428291	12444534	ENSG00000188868.9	ZNF563
ENSG00000188869	15	81623558	81666554	ENSG00000188869.8	TMC3
ENSG00000188878	17	73905655	73937221	ENSG00000188878.12	FBF1
ENSG00000188883	7	139137436	139168458	ENSG00000188883.4	KLRG2
ENSG00000188886	2	96789589	96804175	ENSG00000188886.3	ASTL
ENSG00000188888	17	36481413	36499730	ENSG00000188888.7	GPR179
ENSG00000188895	17	38278551	38293042	ENSG00000188895.7	MSL1
ENSG00000188906	12	40590546	40763087	ENSG00000188906.9	LRRK2
ENSG00000188909	11	122848278	122852428	ENSG00000188909.4	BSX
ENSG00000188910	1	35246790	35251970	ENSG00000188910.7	GJB3
ENSG00000188916	10	128933694	128994422	ENSG00000188916.4	FAM196A
ENSG00000188917	X	100264335	100307105	ENSG00000188917.10	TRMT2B
ENSG00000188921	9	20995306	21031635	ENSG00000188921.12	PTPLAD2
ENSG00000188931	1	161334521	161337664	ENSG00000188931.3	C1orf192
ENSG00000188937	X	41306687	41334963	ENSG00000188937.5	NYX
ENSG00000188938	9	96208776	96215874	ENSG00000188938.11	FAM120AOS
ENSG00000188958	3	190984957	191048325	ENSG00000188958.5	UTS2B
ENSG00000188959	9	112952328	112970469	ENSG00000188959.9	C9orf152
ENSG00000188976	1	879584	894689	ENSG00000188976.6	NOC2L
ENSG00000188981	4	3246096	3273465	ENSG00000188981.6	MSANTD1
ENSG00000188984	1	12776118	12788726	ENSG00000188984.7	AADACL3
ENSG00000188986	9	140149625	140167998	ENSG00000188986.4	NELFB
ENSG00000188987	6	26188938	26189304	ENSG00000188987.2	HIST1H4D
ENSG00000188991	12	16341419	16430619	ENSG00000188991.3	SLC15A5
ENSG00000188992	21	15481134	15583166	ENSG00000188992.7	LIPI
ENSG00000188993	4	52859868	52883786	ENSG00000188993.3	LRRC66
ENSG00000188994	6	87862551	87973914	ENSG00000188994.8	ZNF292
ENSG00000188996	6	655939	656963	ENSG00000188996.4	HUS1B
ENSG00000188997	11	77882295	77899868	ENSG00000188997.3	KCTD21
ENSG00000189001	19	36014269	36019253	ENSG00000189001.6	SBSN
ENSG00000189007	6	143743969	143771810	ENSG00000189007.11	ADAT2
ENSG00000189023	X	35816459	35821852	ENSG00000189023.6	MAGEB16
ENSG00000189030	1	156268415	156269428	ENSG00000189030.8	VHLL
ENSG00000189037	X	44703249	44704130	ENSG00000189037.6	DUSP21
ENSG00000189042	19	37178514	37218603	ENSG00000189042.9	ZNF567
ENSG00000189043	7	10971578	10979883	ENSG00000189043.5	NDUFA4
ENSG00000189045	5	74907284	74967671	ENSG00000189045.9	ANKDD1B
ENSG00000189046	12	109525996	109531436	ENSG00000189046.6	ALKBH2
ENSG00000189050	17	58029601	58042122	ENSG00000189050.10	RNFT1
ENSG00000189056	7	103112231	103629963	ENSG00000189056.9	RELN
ENSG00000189057	11	58874658	58894883	ENSG00000189057.6	FAM111B
ENSG00000189058	3	195295573	195311076	ENSG00000189058.4	APOD
ENSG00000189060	22	38201114	38203442	ENSG00000189060.4	H1F0
ENSG00000189067	16	11641853	11730237	ENSG00000189067.8	LITAF
ENSG00000189068	19	54544079	54567207	ENSG00000189068.5	VSTM1
ENSG00000189079	12	46123448	46301823	ENSG00000189079.11	ARID2
ENSG00000189091	16	70557691	70608820	ENSG00000189091.8	SF3B3
ENSG00000189099	4	152198323	152212605	ENSG00000189099.7	PRSS48
ENSG00000189108	X	103810996	105011822	ENSG00000189108.8	IL1RAPL2
ENSG00000189114	19	45682003	45685059	ENSG00000189114.6	BLOC1S3
ENSG00000189120	17	45922279	45933240	ENSG00000189120.3	SP6
ENSG00000189127	5	79852574	79866307	ENSG00000189127.3	ANKRD34B
ENSG00000189129	10	81891438	81905115	ENSG00000189129.9	PLAC9
ENSG00000189132	X	34960913	34963034	ENSG00000189132.5	FAM47B
ENSG00000189134	6	28227098	28228736	ENSG00000189134.3	NKAPL
ENSG00000189139	14	44973545	44976482	ENSG00000189139.5	FSCB
ENSG00000189143	7	73213872	73247014	ENSG00000189143.8	CLDN4
ENSG00000189144	19	38226734	38307940	ENSG00000189144.9	ZNF573
ENSG00000189157	4	77135193	77204933	ENSG00000189157.9	FAM47E
ENSG00000189159	17	73131343	73164376	ENSG00000189159.11	HN1
ENSG00000189164	19	37861963	37883968	ENSG00000189164.10	ZNF527
ENSG00000189167	13	32877837	32889481	ENSG00000189167.7	ZAR1L
ENSG00000189169	21	46117087	46117959	ENSG00000189169.6	KRTAP10-12
ENSG00000189171	1	153591263	153606568	ENSG00000189171.9	S100A13
ENSG00000189180	10	38299578	38354016	ENSG00000189180.11	ZNF33A
ENSG00000189181	1	248844628	248845629	ENSG00000189181.3	OR14I1
ENSG00000189182	12	53083410	53097247	ENSG00000189182.5	KRT77
ENSG00000189184	4	138440072	138453648	ENSG00000189184.7	PCDH18
ENSG00000189186	X	27608499	27766908	ENSG00000189186.6	DCAF8L2
ENSG00000189190	19	53267448	53290044	ENSG00000189190.7	ZNF600
ENSG00000189195	1	92545862	92613393	ENSG00000189195.5	BTBD8
ENSG00000189221	X	43515467	43606068	ENSG00000189221.5	MAOA
ENSG00000189227	15	67813406	67819628	ENSG00000189227.4	C15orf61
ENSG00000189233	8	27879481	27941388	ENSG00000189233.7	NUGGC
ENSG00000189241	6	116597741	116601066	ENSG00000189241.6	TSPYL1
ENSG00000189252	X	142596564	142605303	ENSG00000189252.4	SPANXN3
ENSG00000189269	22	23950639	23974508	ENSG00000189269.8	C22orf43
ENSG00000189280	1	35220648	35224113	ENSG00000189280.3	GJB5
ENSG00000189283	3	59735036	61237133	ENSG00000189283.5	FHIT
ENSG00000189292	2	279558	288851	ENSG00000189292.11	FAM150B
ENSG00000189298	6	28317691	28336947	ENSG00000189298.9	ZKSCAN3
ENSG00000189299	X	55649833	55652621	ENSG00000189299.5	FOXR2
ENSG00000189306	22	42905974	42915808	ENSG00000189306.6	RRP7A
ENSG00000189308	4	83831126	83934079	ENSG00000189308.6	LIN54
ENSG00000189319	10	126307861	126432838	ENSG00000189319.9	FAM53B
ENSG00000189320	7	135413096	135433594	ENSG00000189320.4	FAM180A
ENSG00000189325	6	36283534	36304662	ENSG00000189325.6	C6orf222
ENSG00000189326	X	142113704	142122488	ENSG00000189326.4	SPANXN4
ENSG00000189334	1	153586731	153589462	ENSG00000189334.4	S100A14
ENSG00000189337	1	14925200	15444539	ENSG00000189337.11	KAZN
ENSG00000189339	1	1592939	1624167	ENSG00000189339.7	SLC35E2B
ENSG00000189350	2	29179477	29284239	ENSG00000189350.8	FAM179A
ENSG00000189362	2	191369068	191399448	ENSG00000189362.7	TMEM194B
ENSG00000189366	3	125648118	125655882	ENSG00000189366.5	ALG1L
ENSG00000189367	6	127761488	127780536	ENSG00000189367.10	KIAA0408
ENSG00000189369	X	51486481	51489324	ENSG00000189369.7	GSPT2
ENSG00000189375	17	18538319	18565263	ENSG00000189375.6	TBC1D28
ENSG00000189376	8	124232196	124253638	ENSG00000189376.7	C8orf76
ENSG00000189377	19	42932440	42947200	ENSG00000189377.4	CXCL17
ENSG00000189401	X	69282341	69284029	ENSG00000189401.2	OTUD6A
ENSG00000189403	13	31032884	31191734	ENSG00000189403.10	HMGB1
ENSG00000189410	1	21046225	21059330	ENSG00000189410.7	SH2D5
ENSG00000189420	X	152683780	152687087	ENSG00000189420.7	ZFP92
ENSG00000189430	19	55417508	55427508	ENSG00000189430.8	NCR1
ENSG00000189433	1	35225342	35229325	ENSG00000189433.5	GJB4
ENSG00000196071	1	248100493	248264224	ENSG00000196071.3	OR2L13
ENSG00000196072	10	102033713	102046469	ENSG00000196072.7	BLOC1S2
ENSG00000196074	20	58438618	58508710	ENSG00000196074.8	SYCP2
ENSG00000196083	3	190231840	190375843	ENSG00000196083.5	IL1RAP
ENSG00000196090	20	40701392	41818610	ENSG00000196090.8	PTPRT
ENSG00000196091	12	101962131	102079796	ENSG00000196091.8	MYBPC1
ENSG00000196092	9	36833272	37034103	ENSG00000196092.8	PAX5
ENSG00000196098	3	98072698	98073663	ENSG00000196098.2	OR5K4
ENSG00000196099	11	123676043	123677095	ENSG00000196099.4	OR6M1
ENSG00000196104	4	167654535	168155947	ENSG00000196104.6	SPOCK3
ENSG00000196109	19	22361893	22379753	ENSG00000196109.6	ZNF676
ENSG00000196110	19	9404951	9420514	ENSG00000196110.3	ZNF699
ENSG00000196116	9	100174232	100258407	ENSG00000196116.6	TDRD7
ENSG00000196118	16	30768744	30774031	ENSG00000196118.7	C16orf93
ENSG00000196119	11	124439893	124441037	ENSG00000196119.5	OR8A1
ENSG00000196123	16	67209505	67217943	ENSG00000196123.8	KIAA0895L
ENSG00000196126	6	32546546	32557625	ENSG00000196126.6	HLA-DRB1
ENSG00000196131	19	53761545	53765090	ENSG00000196131.6	VN1R2
ENSG00000196132	20	62783144	62873604	ENSG00000196132.7	MYT1
ENSG00000196136	14	95078714	95090392	ENSG00000196136.12	SERPINA3
ENSG00000196139	10	5077546	5149878	ENSG00000196139.7	AKR1C3
ENSG00000196141	2	201170604	201346986	ENSG00000196141.8	SPATS2L
ENSG00000196150	8	146076632	146127553	ENSG00000196150.9	ZNF250
ENSG00000196151	2	160092304	160143310	ENSG00000196151.6	WDSUB1
ENSG00000196152	9	130186661	130207651	ENSG00000196152.6	ZNF79
ENSG00000196154	1	153516089	153522612	ENSG00000196154.7	S100A4
ENSG00000196155	16	67311413	67323402	ENSG00000196155.8	PLEKHG4
ENSG00000196156	17	39323484	39324424	ENSG00000196156.3	KRTAP4-3
ENSG00000196159	4	126237554	126414087	ENSG00000196159.7	FAT4
ENSG00000196166	8	38368352	38386180	ENSG00000196166.3	C8orf86
ENSG00000196167	11	111164114	111175770	ENSG00000196167.5	COLCA1
ENSG00000196169	17	72322349	72351959	ENSG00000196169.10	KIF19
ENSG00000196171	1	158669369	158670486	ENSG00000196171.2	OR6K2
ENSG00000196172	19	23921997	23941693	ENSG00000196172.8	ZNF681
ENSG00000196176	6	26021907	26022278	ENSG00000196176.7	HIST1H4A
ENSG00000196177	10	124768495	124817827	ENSG00000196177.8	ACADSB
ENSG00000196182	1	36805225	36851497	ENSG00000196182.6	STK40
ENSG00000196184	1	159409512	159410600	ENSG00000196184.7	OR10J1
ENSG00000196187	1	226033237	226070069	ENSG00000196187.7	TMEM63A
ENSG00000196188	1	206317459	206332104	ENSG00000196188.6	CTSE
ENSG00000196189	1	156117157	156147543	ENSG00000196189.8	SEMA4A
ENSG00000196196	9	35906189	35907138	ENSG00000196196.2	HRCT1
ENSG00000196199	13	20207788	20247599	ENSG00000196199.9	MPHOSPH8
ENSG00000196208	2	11674242	11782914	ENSG00000196208.9	GREB1
ENSG00000196209	20	1451386	1472233	ENSG00000196209.8	SIRPB2
ENSG00000196214	19	52772824	52795977	ENSG00000196214.6	ZNF766
ENSG00000196218	19	38924339	39078204	ENSG00000196218.7	RYR1
ENSG00000196220	3	9022275	9404737	ENSG00000196220.11	SRGAP3
ENSG00000196224	11	1628795	1629693	ENSG00000196224.7	KRTAP5-3
ENSG00000196226	6	26043455	26043885	ENSG00000196226.2	HIST1H2BB
ENSG00000196227	20	58508819	58523735	ENSG00000196227.6	FAM217B
ENSG00000196228	2	108863651	108881807	ENSG00000196228.2	SULT1C3
ENSG00000196230	6	30687978	30693203	ENSG00000196230.8	TUBB
ENSG00000196233	10	98592017	98740800	ENSG00000196233.7	LCOR
ENSG00000196235	19	39926796	39967310	ENSG00000196235.9	SUPT5H
ENSG00000196236	22	41253081	41363838	ENSG00000196236.8	XPNPEP3
ENSG00000196240	1	248616077	248617130	ENSG00000196240.2	OR2T2
ENSG00000196242	1	247693434	247697141	ENSG00000196242.6	OR2C3
ENSG00000196247	7	64126511	64171404	ENSG00000196247.7	ZNF107
ENSG00000196248	11	123847368	123848488	ENSG00000196248.4	OR10S1
ENSG00000196260	6	30899130	30899952	ENSG00000196260.3	SFTA2
ENSG00000196262	7	44836279	44864163	ENSG00000196262.9	PPIA
ENSG00000196263	19	57019212	57041590	ENSG00000196263.3	ZNF471
ENSG00000196266	1	159283460	159284449	ENSG00000196266.4	OR10J3
ENSG00000196267	19	52657117	52674896	ENSG00000196267.8	ZNF836
ENSG00000196268	19	21579921	21610375	ENSG00000196268.7	ZNF493
ENSG00000196275	7	74210483	74267847	ENSG00000196275.9	GTF2IRD2
ENSG00000196277	3	6811688	7783215	ENSG00000196277.11	GRM7
ENSG00000196284	6	44777054	45345690	ENSG00000196284.9	SUPT3H
ENSG00000196290	2	201754050	201768655	ENSG00000196290.10	NIF3L1
ENSG00000196296	16	28889726	28915830	ENSG00000196296.9	ATP2A1
ENSG00000196305	9	94972489	95056038	ENSG00000196305.13	IARS
ENSG00000196312	9	99660348	99775862	ENSG00000196312.7	HIATL2
ENSG00000196313	7	72349936	72421979	ENSG00000196313.7	POM121
ENSG00000196323	11	130096572	130184581	ENSG00000196323.7	ZBTB44
ENSG00000196326	10	5196335	5244449	ENSG00000196326.6	AKR1CL1
ENSG00000196329	7	150419341	150447121	ENSG00000196329.6	GIMAP5
ENSG00000196331	6	27861203	27861669	ENSG00000196331.5	HIST1H2BO
ENSG00000196335	7	23749786	23872132	ENSG00000196335.8	STK31
ENSG00000196337	19	49557531	49562117	ENSG00000196337.6	CGB7
ENSG00000196338	X	70364681	70391051	ENSG00000196338.8	NLGN3
ENSG00000196341	11	124179708	124180733	ENSG00000196341.2	OR8D1
ENSG00000196344	4	100333418	100356894	ENSG00000196344.7	ADH7
ENSG00000196345	3	44596685	44624975	ENSG00000196345.8	ZKSCAN7
ENSG00000196350	19	22469210	22499978	ENSG00000196350.7	ZNF729
ENSG00000196352	1	207494853	207534311	ENSG00000196352.9	CD55
ENSG00000196353	3	131252399	132004254	ENSG00000196353.7	CPNE4
ENSG00000196357	19	36673188	36737159	ENSG00000196357.7	ZNF565
ENSG00000196358	9	135037334	135119921	ENSG00000196358.6	NTNG2
ENSG00000196361	19	11562141	11591861	ENSG00000196361.5	ELAVL3
ENSG00000196363	9	137000487	137025093	ENSG00000196363.5	WDR5
ENSG00000196365	19	5691845	5720583	ENSG00000196365.7	LONP1
ENSG00000196366	9	139377947	139380518	ENSG00000196366.1	C9orf163
ENSG00000196367	7	98475556	98610866	ENSG00000196367.8	TRRAP
ENSG00000196368	X	51232863	51239448	ENSG00000196368.4	NUDT11
ENSG00000196371	11	94277017	94283063	ENSG00000196371.2	FUT4
ENSG00000196372	10	5680830	5708558	ENSG00000196372.8	ASB13
ENSG00000196374	6	27782822	27783267	ENSG00000196374.5	HIST1H2BM
ENSG00000196376	6	118228689	118638839	ENSG00000196376.6	SLC35F1
ENSG00000196378	8	145998499	146012730	ENSG00000196378.7	ZNF34
ENSG00000196381	19	38158652	38183223	ENSG00000196381.6	ZNF781
ENSG00000196387	12	133656424	133684130	ENSG00000196387.5	ZNF140
ENSG00000196388	17	4891425	4900905	ENSG00000196388.4	INCA1
ENSG00000196391	15	90895477	90909324	ENSG00000196391.6	ZNF774
ENSG00000196396	20	49126891	49201299	ENSG00000196396.5	PTPN1
ENSG00000196405	14	100437786	100610573	ENSG00000196405.8	EVL
ENSG00000196406	X	140785568	140786896	ENSG00000196406.4	SPANXD
ENSG00000196407	1	151819739	151826173	ENSG00000196407.7	THEM5
ENSG00000196408	16	2028918	2034193	ENSG00000196408.7	NOXO1
ENSG00000196409	9	40760700	40836415	ENSG00000196409.7	ZNF658
ENSG00000196411	7	100400187	100425121	ENSG00000196411.5	EPHB4
ENSG00000196415	19	840963	848175	ENSG00000196415.5	PRTN3
ENSG00000196417	19	53893046	53930574	ENSG00000196417.8	ZNF765
ENSG00000196418	1	247285277	247335318	ENSG00000196418.8	ZNF124
ENSG00000196419	22	42017123	42060044	ENSG00000196419.8	XRCC6
ENSG00000196420	1	153509623	153514241	ENSG00000196420.3	S100A5
ENSG00000196422	9	138370925	138380739	ENSG00000196422.6	PPP1R26
ENSG00000196428	3	150126122	150184218	ENSG00000196428.8	TSC22D2
ENSG00000196431	22	27017928	27026636	ENSG00000196431.3	CRYBA4
